clientbankpartner_pin,partnerrolestart_date,day_0,day_1,day_2,day_3,day_4,day_5,day_6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,partnerrolestart_date_year,partnerrolestart_date_month,partnerrolestart_date_day,partnerrolestart_date_dayofweek,clients_count,days_after_partnership,active_months,last_active_month_ago,avg_clients_monthly,median_clients_monthly,std_clients_monthly,var_clients_monthly,max_clients_monthly,max_zero_month,is_any_1_month,is_any_2_month,is_any_3_month,last_month_to_avg,last_month_to_all,avg_clients_count_per_ccode,0_oh,1_oh,2_oh,3_oh,4_oh,5_oh,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,max_diff,min_diff,avg_weekdays,median_weekdays,std_weekdays,var_weekdays,weekday2weekends,weekday2all,weekends2all,active_in_weekends,target
5460,2019-05-01,1.0,2.0,2.0,4.0,1.0,2.0,1.0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,2019,5,1,2,13,458,13,1,0.8,1.0,0.4,0.16000000000000003,1,1,1,1,1,1.25,0.07692307692307693,13.197445334487984,0,0,0,0,1,0,0,1,0,-1,1,-1,1,0,0,0,-1,1,0,0,0,0,0,1,-1,1.8571428571428572,2.0,0.989743318610787,0.9795918367346939,3.3333333333333335,0.7692307692307693,0.23076923076923078,1,0
136295,2019-04-01,6.0,7.0,7.0,11.0,0.0,14.0,4.0,0,7,6,18,8,0,2,0,0,0,0,0,3,1,1,1,0,2,2019,4,1,0,49,488,10,1,2.9375,1.0,4.6833314798335595,21.93359375,18,5,1,0,1,0.6808510638297872,0.04081632653061224,13.197445334487984,0,0,0,0,1,0,7,-1,12,-10,-8,2,-2,0,0,0,0,3,-2,0,0,-1,2,12,-10,7.0,7.0,4.20883424647321,17.714285714285715,1.7222222222222223,0.6326530612244898,0.3673469387755102,1,0
129708,2019-04-01,31.0,32.0,27.0,30.0,25.0,13.0,2.0,0,8,25,38,48,38,3,0,0,0,0,0,0,0,0,0,0,0,2019,4,1,0,160,488,6,12,31.4,38.0,13.792751719653335,190.24000000000004,48,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,8,17,13,10,-10,-35,-3,0,0,0,0,0,0,0,0,0,0,17,-35,22.857142857142858,27.0,10.384446768792142,107.83673469387756,9.666666666666666,0.90625,0.09375,1,1
83,2019-09-01,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2019,9,1,6,4,335,4,6,0.5,0.5,0.5,0.25,1,2,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,1,-1,0,1,-1,0,0,0,0,1,-1,0.5714285714285714,1.0,0.4948716593053935,0.24489795918367346,0.0,1.0,0.0,0,1
1138,2019-10-01,4.0,1.0,1.0,2.0,1.0,4.0,5.0,0,0,0,0,0,0,0,2,1,2,1,2,3,1,1,1,2,2,2019,10,1,1,18,305,11,1,1.6,1.5,0.66332495807108,0.44000000000000006,3,0,1,1,1,1.25,0.1111111111111111,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,2,-1,1,-1,1,1,-2,0,0,1,0,2,-2,2.5714285714285716,2.0,1.5907898179514348,2.5306122448979593,1.0,0.5,0.5,1,0
122897,2019-03-01,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2019,3,1,4,7,519,7,1,0.35294117647058826,0.0,0.4778846120374094,0.2283737024221453,1,9,1,0,0,2.833333333333333,0.14285714285714285,13.197445334487984,0,0,0,0,1,0,0,-1,1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,-1,1.0,1.0,0.7559289460184544,0.5714285714285714,1.3333333333333333,0.5714285714285714,0.42857142857142855,1,1
503,2019-06-01,6.0,21.0,13.0,21.0,23.0,15.0,15.0,0,0,0,2,14,16,24,11,11,6,4,9,4,2,5,0,1,5,2019,6,1,5,114,427,14,1,7.785714285714286,5.5,6.570263871941429,43.16836734693878,24,1,1,1,0,0.6422018348623854,0.043859649122807015,9.216780238500851,0,0,0,0,0,1,0,0,2,12,2,8,-13,0,-5,-2,5,-5,-2,3,-5,1,4,12,-13,16.285714285714285,15.0,5.469768491164756,29.918367346938773,2.8,0.7368421052631579,0.2631578947368421,1,0
2435,2019-03-01,2.0,4.0,4.0,3.0,2.0,6.0,0.0,0,7,4,2,3,2,0,1,0,0,1,0,0,1,0,0,0,0,2019,3,1,4,21,519,8,5,1.6666666666666667,1.0,2.0548046676563256,4.222222222222222,7,2,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,7,-3,-2,1,-1,-2,1,-1,0,1,-1,0,1,-1,0,0,0,7,-3,3.0,3.0,1.7728105208558367,3.142857142857143,2.5,0.7142857142857143,0.2857142857142857,1,1
118214,2019-04-01,13.0,17.0,6.0,16.0,8.0,17.0,7.0,0,0,1,0,0,0,3,5,9,13,11,13,12,9,4,0,1,3,2019,4,1,0,84,488,12,1,5.4,4.0,5.030573194643595,25.30666666666667,13,3,1,1,0,0.5555555555555555,0.03571428571428571,13.197445334487984,0,0,0,0,1,0,0,1,-1,0,0,3,2,4,4,-2,2,-1,-3,-5,-4,1,2,4,-5,12.0,13.0,4.535573676110727,20.571428571428573,2.5,0.7142857142857143,0.2857142857142857,1,0
254028,2020-03-01,6.0,9.0,4.0,2.0,1.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,9,9,2020,3,1,6,32,153,6,1,4.6,4.0,3.006659275674582,9.040000000000001,9,0,1,1,1,1.956521739130435,0.28125,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,3,0,4.571428571428571,4.0,2.6649654437396615,7.102040816326531,2.2,0.6875,0.3125,1,0
151681,2019-07-01,11.0,5.0,8.0,7.0,5.0,20.0,2.0,0,0,0,0,3,7,0,1,0,1,0,1,0,0,0,1,20,24,2019,7,1,0,58,397,8,1,2.6153846153846154,1.0,5.357072414301584,28.698224852071,20,3,1,1,1,9.176470588235293,0.41379310344827586,13.197445334487984,0,0,0,0,1,0,0,0,0,3,4,-7,1,-1,1,-1,1,-1,0,0,1,19,4,19,-7,8.285714285714286,7.0,5.443588252359329,29.63265306122449,1.6363636363636365,0.6206896551724138,0.3793103448275862,1,0
3199,2019-06-01,27.0,32.0,25.0,50.0,24.0,36.0,22.0,0,0,0,8,10,15,15,15,13,16,15,11,13,13,16,25,13,18,2019,6,1,5,216,427,15,1,14.142857142857142,14.0,3.7579846965616874,14.122448979591837,25,0,1,1,1,1.2727272727272727,0.08333333333333333,9.216780238500851,0,0,0,0,0,1,0,0,8,2,5,0,0,-2,3,-1,-4,2,0,3,9,-12,5,9,-12,30.857142857142858,27.0,9.014727179590572,81.26530612244899,2.7241379310344827,0.7314814814814815,0.26851851851851855,1,0
4591,2020-03-01,13.0,14.0,11.0,10.0,2.0,15.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,14,11,17,2020,3,1,6,70,153,6,1,10.6,11.0,2.727636339397171,7.44,14,0,1,1,1,1.6037735849056605,0.24285714285714285,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,-1,6,1,-3,6,8,-3,10.0,11.0,4.47213595499958,20.0,2.5,0.7142857142857143,0.2857142857142857,1,0
7331,2019-10-01,2.0,6.0,0.0,8.0,5.0,4.0,9.0,0,0,0,0,0,0,0,1,19,4,1,5,3,0,1,0,0,0,2019,10,1,1,34,305,7,4,4.714285714285714,3.0,6.064281507654607,36.77551020408163,19,1,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,18,-15,-3,4,-2,-3,1,-1,0,0,18,-15,4.857142857142857,5.0,2.9485382057928993,8.693877551020408,1.6153846153846154,0.6176470588235294,0.38235294117647056,1,0
125319,2019-07-01,8.0,10.0,6.0,8.0,4.0,6.0,3.0,0,0,0,0,2,3,2,1,3,2,1,3,4,12,3,2,3,4,2019,7,1,0,45,397,14,1,3.1538461538461537,3.0,2.684604364094638,7.207100591715977,12,0,1,1,1,1.2682926829268293,0.08888888888888889,13.197445334487984,0,0,0,0,1,0,0,0,0,2,1,-1,-1,2,-1,-1,2,1,8,-9,-1,1,1,8,-9,6.428571428571429,6.0,2.2587697572631282,5.102040816326531,4.0,0.8,0.2,1,0
214686,2020-05-01,0.0,3.0,2.0,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,2020,5,1,4,10,92,4,1,2.6666666666666665,3.0,1.247219128924647,1.5555555555555554,4,0,1,1,1,0.75,0.2,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-3,1,3,-3,1.4285714285714286,1.0,1.178030178747903,1.3877551020408165,1.5,0.6,0.4,1,0
129796,2019-04-01,3.0,7.0,2.0,4.0,1.0,4.0,2.0,0,0,1,9,2,0,2,1,1,0,0,3,1,1,0,0,0,2,2019,4,1,0,23,488,10,1,1.4,1.0,2.215099696778153,4.9066666666666645,9,3,1,0,0,1.4285714285714286,0.08695652173913043,13.197445334487984,0,0,0,0,1,0,0,1,8,-7,-2,2,-1,0,-1,0,3,-2,0,-1,0,0,2,8,-7,3.2857142857142856,3.0,1.8294640678379568,3.346938775510204,2.8333333333333335,0.7391304347826086,0.2608695652173913,1,0
147430,2019-05-01,5.0,6.0,2.0,4.0,2.0,6.0,4.0,0,0,0,0,0,1,3,3,2,2,3,0,2,0,0,2,5,6,2019,5,1,2,29,458,10,1,1.9166666666666667,2.0,1.4409680388158819,2.076388888888889,5,2,1,1,1,3.1304347826086953,0.20689655172413793,22.39424141749723,0,1,0,0,0,0,0,0,0,0,1,2,0,-1,0,1,-3,2,-2,0,2,3,1,3,-3,4.142857142857143,4.0,1.5518257844571735,2.408163265306122,1.9,0.6551724137931034,0.3448275862068966,1,0
121999,2019-05-01,1.0,4.0,0.0,3.0,3.0,7.0,4.0,0,0,0,2,1,0,6,1,4,1,2,3,1,1,0,0,0,0,2019,5,1,2,22,458,10,5,2.1,1.5,1.7,2.8899999999999997,6,1,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,2,-1,-1,6,-5,3,-3,1,1,-2,0,-1,0,0,0,6,-5,3.142857142857143,3.0,2.099562636671296,4.408163265306123,1.0,0.5,0.5,1,1
1639,2019-02-01,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2019,2,1,4,6,547,6,1,0.29411764705882354,0.0,0.4556450995538137,0.20761245674740483,1,6,1,1,1,3.4,0.16666666666666666,9.216780238500851,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,1,-1,0.8571428571428571,0.0,1.1248582677159729,1.2653061224489794,2.0,0.6666666666666666,0.3333333333333333,1,0
2275,2020-03-01,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2020,3,1,6,7,153,5,1,1.0,1.0,0.6324555320336759,0.4,2,1,1,1,1,2.0,0.2857142857142857,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,1,2,-1,1.0,1.0,1.0690449676496976,1.1428571428571428,6.0,0.8571428571428571,0.14285714285714285,1,0
3896,2019-01-01,12.0,17.0,11.0,11.0,5.0,18.0,15.0,0,1,0,6,3,5,9,8,6,5,4,9,8,7,3,4,4,7,2019,1,1,1,89,578,16,1,5.125,5.0,2.595067436503337,6.734375,9,1,1,1,1,1.3658536585365855,0.07865168539325842,9.216780238500851,0,0,0,0,0,1,1,-1,6,-3,2,4,-1,-2,-1,-1,5,-1,-1,-4,1,0,3,6,-4,12.714285714285714,12.0,4.095791767666128,16.77551020408163,1.696969696969697,0.6292134831460674,0.3707865168539326,1,0
210278,2019-11-01,0.0,4.0,3.0,3.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,2,0,4,2,0,1,0,2,0,2019,11,1,4,12,274,6,2,1.25,1.0,1.299038105676658,1.6875,4,1,0,1,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,4,-2,-2,1,-1,2,-2,4,-2,1.7142857142857142,1.0,1.4846149779161804,2.204081632653061,11.0,0.9166666666666666,0.08333333333333333,1,0
185398,2019-09-01,1.0,0.0,1.0,5.0,0.0,1.0,3.0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,1,2019,9,1,6,11,335,10,1,1.0,1.0,0.4472135954999579,0.2,2,1,1,0,1,1.0,0.09090909090909091,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,1,1,-1,1.5714285714285714,1.0,1.6781914463529617,2.8163265306122454,1.75,0.6363636363636364,0.36363636363636365,1,0
188693,2019-10-01,2.0,3.0,0.0,2.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,2,1,0,0,2019,10,1,1,11,305,5,3,1.6666666666666667,1.5,1.699673171197595,2.888888888888889,5,1,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,5,-3,-2,2,-1,-1,0,5,-3,1.5714285714285714,2.0,1.178030178747903,1.3877551020408165,1.75,0.6363636363636364,0.36363636363636365,1,0
203724,2020-06-01,7.0,10.0,4.0,7.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,12,2020,6,1,0,33,61,3,1,10.5,10.5,9.5,90.25,20,0,1,1,1,1.1428571428571428,0.36363636363636365,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,-8,19,-8,4.714285714285714,5.0,3.4522988495984492,11.918367346938776,5.6,0.8484848484848485,0.15151515151515152,1,0
227419,2020-01-01,62.0,41.0,15.0,61.0,4.0,43.0,39.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,77,121,32,31,2020,1,1,2,265,213,7,1,33.42857142857143,2.0,44.364906152940115,1968.2448979591838,121,1,1,1,1,0.9273504273504273,0.1169811320754717,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,77,44,-89,-1,77,-89,37.857142857142854,41.0,20.088579352661135,403.55102040816325,2.231707317073171,0.690566037735849,0.30943396226415093,1,0
7796,2019-09-01,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2019,9,1,6,10,335,10,2,1.0,1.0,0.0,0.0,1,0,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1.4285714285714286,2.0,1.049781318335648,1.1020408163265307,1.5,0.6,0.4,1,0
121532,2019-05-01,14.0,16.0,16.0,21.0,12.0,18.0,14.0,0,0,1,15,16,17,21,4,5,8,7,10,2,0,2,0,2,1,2019,5,1,2,111,458,14,1,7.333333333333333,5.0,6.689959308961121,44.75555555555556,21,1,1,1,0,0.13636363636363638,0.009009009009009009,13.197445334487984,0,0,0,0,1,0,0,1,14,1,1,4,-17,1,3,-1,3,-8,-2,2,-2,2,-1,14,-17,15.857142857142858,16.0,2.747912008810192,7.551020408163266,2.46875,0.7117117117117117,0.2882882882882883,1,0
1932,2019-05-01,2.0,4.0,3.0,5.0,2.0,2.0,1.0,0,0,2,4,2,2,0,2,0,0,1,1,1,0,2,1,1,0,2019,5,1,2,19,458,11,2,1.2857142857142858,1.0,1.0973065354098013,1.2040816326530612,4,2,0,1,1,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,2,2,-2,0,-2,2,-2,0,1,0,0,-1,2,-1,0,-1,2,-2,2.7142857142857144,2.0,1.2777531299998799,1.63265306122449,5.333333333333333,0.8421052631578947,0.15789473684210525,1,0
119863,2019-12-01,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2019,12,1,6,3,244,3,6,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,-1,0.42857142857142855,0.0,0.49487165930539345,0.24489795918367344,2.0,0.6666666666666666,0.3333333333333333,1,1
130773,2019-03-01,39.0,50.0,14.0,49.0,22.0,50.0,29.0,5,6,12,6,14,7,6,16,24,25,21,16,15,21,16,32,4,7,2019,3,1,4,253,519,18,1,14.470588235294118,15.0,7.964019433447672,63.42560553633218,32,0,1,1,1,0.483739837398374,0.02766798418972332,22.39424141749723,0,1,0,0,0,0,1,6,-6,8,-7,-1,10,8,1,-4,-5,-1,6,-5,16,-28,3,16,-28,36.142857142857146,39.0,13.621711361211677,185.55102040816328,2.2025316455696204,0.6877470355731226,0.31225296442687744,1,0
4910,2020-03-01,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2020,3,1,6,4,153,3,3,1.0,1.0,0.816496580927726,0.6666666666666666,2,1,0,0,1,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-2,1,0,-1,0,2,-2,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,0.0,1.0,0.0,0,1
152202,2019-07-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7,1,0,2,397,1,14,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0.2857142857142857,0.0,0.4517539514526257,0.20408163265306128,0.0,1.0,0.0,0,1
145608,2019-05-01,3.0,3.0,4.0,4.0,5.0,3.0,0.0,0,0,8,3,1,2,0,0,2,1,4,1,0,0,0,0,0,0,2019,5,1,2,22,458,8,7,2.3333333333333335,2.0,2.3570226039551585,5.555555555555555,8,2,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,8,-5,-2,1,-2,0,2,-1,3,-3,-1,0,0,0,0,0,8,-5,3.142857142857143,3.0,1.4568627181693672,2.122448979591837,6.333333333333333,0.8636363636363636,0.13636363636363635,1,0
166682,2019-07-01,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2019,7,1,0,6,397,3,12,2.5,2.5,0.5,0.25,3,0,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,2,1,-2,-1,0,0,0,0,0,0,0,0,0,0,2,-2,0.8571428571428571,1.0,0.3499271061118826,0.12244897959183675,2.0,0.6666666666666666,0.3333333333333333,1,1
260082,2020-03-01,14.0,4.0,10.0,18.0,1.0,10.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,8,11,11,17,2020,3,1,6,61,153,6,1,8.8,9.0,2.2271057451320084,4.959999999999999,11,0,1,1,1,1.9318181818181817,0.2786885245901639,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,-4,3,3,0,6,9,-4,8.714285714285714,10.0,5.624291338579865,31.63265306122449,3.357142857142857,0.7704918032786885,0.22950819672131148,1,0
306238,2020-08-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
233003,2020-04-01,29.0,20.0,19.0,30.0,0.0,24.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,38,22,48,2020,4,1,2,135,122,5,1,21.75,18.5,10.059199769365355,101.1875,38,0,1,1,1,2.206896551724138,0.35555555555555557,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-3,26,-16,26,26,-16,19.285714285714285,20.0,9.587406706035724,91.91836734693878,2.6486486486486487,0.725925925925926,0.2740740740740741,1,0
4989,2020-04-01,3.0,1.0,3.0,1.0,0.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,2,2,2020,4,1,2,16,122,5,1,3.5,3.0,1.6583123951777,2.75,6,0,1,1,1,0.5714285714285714,0.125,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,-4,0,0,4,-4,2.2857142857142856,3.0,1.5779087167410373,2.489795918367347,1.0,0.5,0.5,1,1
118154,2020-05-01,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2020,5,1,4,7,92,3,2,3.0,3.0,1.0,1.0,4,0,0,1,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-3,-1,2,-3,1.0,1.0,1.0690449676496976,1.1428571428571428,1.3333333333333333,0.5714285714285714,0.42857142857142855,1,1
1768,2019-12-01,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2019,12,1,6,5,244,5,3,0.6666666666666666,1.0,0.4714045207910317,0.22222222222222224,1,1,0,0,1,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0,-1,0,1,-1,0.7142857142857143,1.0,0.6998542122237651,0.48979591836734687,0.6666666666666666,0.4,0.6,1,1
3313,2019-06-01,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2019,6,1,5,6,427,6,5,0.5,0.5,0.5,0.25,1,3,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,1,0,-1,0,0,1,0,-1,1,-1,1,-1,0,0,0,1,-1,0.8571428571428571,0.0,1.355261854357877,1.836734693877551,5.0,0.8333333333333334,0.16666666666666666,1,1
8684,2019-08-01,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2019,8,1,3,4,366,4,8,0.6,1.0,0.48989794855663565,0.24000000000000005,1,1,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,1.0,0.5,0.5,1,1
250342,2020-02-01,21.0,25.0,14.0,31.0,3.0,30.0,11.0,0,0,0,0,0,0,0,0,0,0,0,6,27,21,8,19,31,23,2020,2,1,5,135,182,7,1,18.666666666666668,20.0,9.140872800534726,83.55555555555556,31,0,1,1,1,1.232142857142857,0.17037037037037037,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,21,-6,-13,11,12,-8,21,-13,19.285714285714285,21.0,9.632004474878613,92.77551020408164,2.292682926829268,0.6962962962962963,0.3037037037037037,1,0
178837,2019-08-01,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2019,8,1,3,3,366,3,4,0.2222222222222222,0.0,0.41573970964154905,0.1728395061728395,1,4,0,0,0,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,1,-1,0,0,1,-1,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,2.0,0.6666666666666666,0.3333333333333333,1,1
121489,2019-02-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,1,4,2,547,2,15,0.5,0.5,0.5,0.25,1,1,0,0,0,0.0,0.0,22.39424141749723,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0.2857142857142857,0.0,0.6998542122237653,0.4897959183673471,0.0,1.0,0.0,0,1
1887,2019-01-01,15.0,13.0,5.0,8.0,8.0,6.0,7.0,0,2,4,2,0,1,0,1,10,5,7,7,2,1,2,4,9,5,2019,1,1,1,62,578,15,1,3.5625,2.0,3.0815732589052627,9.49609375,10,1,1,1,1,1.4035087719298245,0.08064516129032258,9.216780238500851,0,0,0,0,0,1,2,2,-2,-2,1,-1,1,9,-5,2,0,-5,-1,1,2,5,-4,9,-5,8.857142857142858,8.0,3.440455593940656,11.83673469387755,3.769230769230769,0.7903225806451613,0.20967741935483872,1,0
4327,2019-07-01,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2019,7,1,0,7,397,2,12,1.0,1.0,1.0,1.0,2,1,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,2,-2,5,-5,0,0,0,0,0,0,0,0,0,0,5,-5,1.0,0.0,1.1952286093343936,1.4285714285714286,1.3333333333333333,0.5714285714285714,0.42857142857142855,1,1
186314,2019-10-01,44.0,31.0,16.0,36.0,14.0,40.0,33.0,0,0,0,0,0,0,0,0,36,6,6,8,4,22,26,51,40,15,2019,10,1,1,214,305,10,1,22.11111111111111,22.0,16.36014428382752,267.6543209876543,51,0,1,1,1,0.678391959798995,0.07009345794392523,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,36,-30,0,2,-4,18,4,25,-11,-25,36,-30,30.571428571428573,33.0,10.634944325962714,113.10204081632654,1.9315068493150684,0.6588785046728972,0.3411214953271028,1,0
327059,2020-07-01,7.0,2.0,8.0,3.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,2020,7,1,2,22,31,2,1,11.0,11.0,0.0,0.0,11,0,1,1,0,1.0,0.5,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,3.142857142857143,2.0,2.9485382057928993,8.69387755102041,10.0,0.9090909090909091,0.09090909090909091,1,0
120654,2018-12-01,16.0,17.0,9.0,17.0,18.0,21.0,11.0,8,6,5,3,5,11,3,2,11,5,3,3,8,13,15,8,0,0,2018,12,1,5,109,609,16,3,6.733333333333333,5.0,3.957552554574888,15.662222222222223,15,0,0,0,1,0.0,0.0,22.39424141749723,0,1,0,0,0,0,-2,-1,-2,2,6,-8,-1,9,-6,-2,0,5,5,2,-7,-8,0,9,-8,15.571428571428571,17.0,3.8491981672307083,14.816326530612244,2.40625,0.7064220183486238,0.29357798165137616,1,1
12443,2020-03-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2020,3,1,6,2,153,2,3,0.3333333333333333,0.0,0.4714045207910317,0.22222222222222224,1,2,0,0,1,0.0,0.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,0
